Datetime,Close,High,Low,Open,Volume
2026-03-13 01:00:00+00:00,33090.9296875,33215.78125,33022.58984375,33215.78125,0
2026-03-13 01:01:00+00:00,33192.30859375,33192.30859375,33089.1015625,33098.6484375,0
2026-03-13 01:02:00+00:00,33124.5,33175.44140625,33092.5,33148.1796875,0
2026-03-13 01:03:00+00:00,33076.23828125,33128.44921875,33076.23828125,33128.44921875,0
2026-03-13 01:04:00+00:00,33062.33984375,33115.41015625,33021.30078125,33115.41015625,0
2026-03-13 01:05:00+00:00,33045.94921875,33057.55859375,33013.4609375,33021.05078125,0
2026-03-13 01:06:00+00:00,33088.5703125,33088.5703125,33059.359375,33059.359375,0
2026-03-13 01:07:00+00:00,33073.48046875,33127.55078125,33052.80859375,33052.80859375,0
2026-03-13 01:08:00+00:00,33075.48828125,33079.828125,33068.859375,33068.859375,0
2026-03-13 01:09:00+00:00,33191.12109375,33191.12109375,33046.98046875,33046.98046875,0
2026-03-13 01:10:00+00:00,33176.171875,33216.9609375,33154.51171875,33192.69140625,0
2026-03-13 01:11:00+00:00,33204.6484375,33216.46875,33161.37890625,33214.28125,0
2026-03-13 01:12:00+00:00,33126.5,33204.19921875,33116.41015625,33204.19921875,0
2026-03-13 01:13:00+00:00,33110.3203125,33148.66015625,33099.78125,33127.640625,0
2026-03-13 01:14:00+00:00,33172.9296875,33172.9296875,33108.5390625,33150.28125,0
2026-03-13 01:15:00+00:00,33166.9296875,33205.87109375,33138.05859375,33138.05859375,0
2026-03-13 01:16:00+00:00,33206.87109375,33209.0390625,33157.12890625,33209.0390625,0
2026-03-13 01:17:00+00:00,33208.76171875,33210.5703125,33164.98828125,33170.05078125,0
2026-03-13 01:18:00+00:00,33230.609375,33230.609375,33208.76171875,33208.76171875,0
2026-03-13 01:19:00+00:00,33237.359375,33237.359375,33192.30859375,33229.62109375,0
2026-03-13 01:20:00+00:00,33298.12109375,33298.609375,33261.44140625,33278.1484375,0
2026-03-13 01:21:00+00:00,33353.8984375,33354.94140625,33298.9296875,33298.9296875,0
2026-03-13 01:22:00+00:00,33307.26953125,33361.23046875,33307.26953125,33356.3984375,0
2026-03-13 01:23:00+00:00,33348.48828125,33355.6015625,33308.6796875,33308.6796875,0
2026-03-13 01:24:00+00:00,33288.7890625,33349.69140625,33282.6484375,33311.23828125,0
2026-03-13 01:25:00+00:00,33291.171875,33343.8203125,33282.48828125,33282.48828125,0
2026-03-13 01:26:00+00:00,33315.640625,33315.640625,33273.66015625,33297.80078125,0
2026-03-13 01:27:00+00:00,33349.53125,33349.53125,33306.4296875,33321.30859375,0
2026-03-13 01:28:00+00:00,33335.69140625,33377.7890625,33306.78125,33350.87890625,0
2026-03-13 01:29:00+00:00,33320.44140625,33373.83984375,33320.2890625,33336.140625,0
2026-03-13 01:30:00+00:00,33382.53125,33384.828125,33322.03125,33322.03125,0
2026-03-13 01:31:00+00:00,33395.19921875,33395.19921875,33343.87890625,33344.4609375,0
2026-03-13 01:32:00+00:00,33409.140625,33413.078125,33366.80859375,33398.37109375,0
2026-03-13 01:33:00+00:00,33419.76171875,33455.140625,33407.28125,33409.140625,0
2026-03-13 01:34:00+00:00,33468.30078125,33468.30078125,33417.140625,33427.9609375,0
2026-03-13 01:35:00+00:00,33437.48828125,33468.51953125,33397.80859375,33468.51953125,0
2026-03-13 01:36:00+00:00,33447.41015625,33449.80078125,33400.33984375,33440.08984375,0
2026-03-13 01:37:00+00:00,33390.94140625,33452.328125,33390.94140625,33452.328125,0
2026-03-13 01:38:00+00:00,33386.01171875,33432.26953125,33351.8203125,33432.26953125,0
2026-03-13 01:39:00+00:00,33382.6484375,33386.3203125,33341.23828125,33385.12890625,0
2026-03-13 01:40:00+00:00,33396.8515625,33396.8515625,33384.30078125,33384.30078125,0
2026-03-13 01:41:00+00:00,33383.01953125,33397.23046875,33341.359375,33392.44140625,0
2026-03-13 01:42:00+00:00,33365.87890625,33376.12109375,33330.4296875,33376.12109375,0
2026-03-13 01:43:00+00:00,33352.98828125,33366.390625,33325.890625,33366.390625,0
2026-03-13 01:44:00+00:00,33293.87890625,33355.3984375,33288.8515625,33355.3984375,0
2026-03-13 01:45:00+00:00,33237.98046875,33325.5,33230.48828125,33294.03125,0
2026-03-13 01:46:00+00:00,33203.37109375,33236.37890625,33201.23046875,33236.37890625,0
2026-03-13 01:47:00+00:00,33223.76171875,33223.83984375,33163.1484375,33199.7890625,0
2026-03-13 01:48:00+00:00,33169.33984375,33222.21875,33169.33984375,33186.80859375,0
2026-03-13 01:49:00+00:00,33288.8203125,33288.8203125,33181.8515625,33213.7890625,0
2026-03-13 01:50:00+00:00,33304.4609375,33304.4609375,33254.94140625,33291.28125,0
2026-03-13 01:51:00+00:00,33317.25,33358.62109375,33305.05078125,33305.05078125,0
2026-03-13 01:52:00+00:00,33315.53125,33366.01953125,33315.53125,33357.3203125,0
2026-03-13 01:53:00+00:00,33358.03125,33358.28125,33320.16015625,33355.96875,0
2026-03-13 01:54:00+00:00,33367.5390625,33367.5390625,33322.5,33358.46875,0
2026-03-13 01:55:00+00:00,33364.859375,33371.73828125,33324.66015625,33330.73046875,0
2026-03-13 01:56:00+00:00,33370.51953125,33370.51953125,33322.19140625,33322.73046875,0
2026-03-13 01:57:00+00:00,33366.8203125,33369.46875,33323.3984375,33369.46875,0
2026-03-13 01:58:00+00:00,33324.98828125,33366.25,33320.83984375,33366.25,0
2026-03-13 01:59:00+00:00,33381.890625,33417.73828125,33325.12890625,33325.4609375,0
2026-03-13 02:00:00+00:00,33447.7109375,33494.12109375,33403.87109375,33426.19140625,0
2026-03-13 02:01:00+00:00,33482.30078125,33488.66015625,33444.37890625,33450.73828125,0
2026-03-13 02:02:00+00:00,33498.23046875,33498.23046875,33453.55859375,33483.80078125,0
2026-03-13 02:03:00+00:00,33513.421875,33513.421875,33460.328125,33498.76953125,0
2026-03-13 02:04:00+00:00,33529.26953125,33529.26953125,33485.55078125,33512.578125,0
2026-03-13 02:05:00+00:00,33517.58984375,33531.6484375,33478.171875,33488.7890625,0
2026-03-13 02:06:00+00:00,33471.109375,33520.140625,33471.109375,33520.140625,0
2026-03-13 02:07:00+00:00,33533.69921875,33533.69921875,33468.421875,33509.44140625,0
2026-03-13 02:08:00+00:00,33624.2109375,33624.2109375,33490.4296875,33533.51953125,0
2026-03-13 02:09:00+00:00,33628.21875,33631.69921875,33586.21875,33624.16015625,0
2026-03-13 02:10:00+00:00,33598.80078125,33639.1796875,33591.01171875,33630.8984375,0
2026-03-13 02:11:00+00:00,33594.62109375,33605.16015625,33561.80859375,33599.58984375,0
2026-03-13 02:12:00+00:00,33594.48046875,33599.5390625,33550.30859375,33593.66015625,0
2026-03-13 02:13:00+00:00,33545.3515625,33591.359375,33544.5,33591.359375,0
2026-03-13 02:14:00+00:00,33556.1484375,33582.94140625,33528.3515625,33582.94140625,0
2026-03-13 02:15:00+00:00,33505.640625,33562.23046875,33505.640625,33562.23046875,0
2026-03-13 02:16:00+00:00,33492.4296875,33549.41015625,33451.2109375,33505.96875,0
2026-03-13 02:17:00+00:00,33482.421875,33496.48046875,33447.48046875,33492.46875,0
2026-03-13 02:18:00+00:00,33492.01953125,33492.578125,33451.08984375,33484.1796875,0
2026-03-13 02:19:00+00:00,33490.23046875,33493.96875,33448.4609375,33488.7109375,0
2026-03-13 02:20:00+00:00,33494.9296875,33495.5703125,33485.69921875,33490.16015625,0
2026-03-13 02:21:00+00:00,33479.53125,33497.69921875,33445.41015625,33497.69921875,0
2026-03-13 02:22:00+00:00,33463.98828125,33481.30078125,33422.05859375,33481.30078125,0
2026-03-13 02:23:00+00:00,33466.078125,33466.44921875,33424.19921875,33466.328125,0
2026-03-13 02:24:00+00:00,33419.98046875,33462.96875,33419.83984375,33460.83984375,0
2026-03-13 02:25:00+00:00,33462.12109375,33464.609375,33418.44140625,33418.44140625,0
2026-03-13 02:26:00+00:00,33468.80859375,33468.80859375,33420.71875,33423.33984375,0
2026-03-13 02:27:00+00:00,33426.640625,33472.98828125,33424.23828125,33429.4609375,0
2026-03-13 02:28:00+00:00,33442.359375,33465.12109375,33400.16015625,33427.16015625,0
2026-03-13 02:29:00+00:00,33408.73046875,33451.4609375,33406.390625,33406.390625,0
2026-03-13 02:30:00+00:00,33450.171875,33450.6015625,33400.890625,33441.421875,0
2026-03-13 02:31:00+00:00,33417.91015625,33461.5703125,33413.75,33451.69921875,0
2026-03-13 02:32:00+00:00,33466.6015625,33468.37109375,33416.19140625,33416.44140625,0
2026-03-13 02:33:00+00:00,33431.37109375,33474.01953125,33431.37109375,33465.19921875,0
2026-03-13 02:34:00+00:00,33477.5703125,33477.5703125,33433.1796875,33472.390625,0
2026-03-13 02:35:00+00:00,33482.609375,33484.0703125,33440.7890625,33477.9296875,0
2026-03-13 02:36:00+00:00,33429.140625,33471.23828125,33426.640625,33433.01171875,0
2026-03-13 02:37:00+00:00,33432.44140625,33468.078125,33429.55859375,33429.55859375,0
2026-03-13 02:38:00+00:00,33429.5390625,33436.5,33426.828125,33436.5,0
2026-03-13 02:39:00+00:00,33431.01171875,33433.21875,33384.2109375,33391.3203125,0
2026-03-13 02:40:00+00:00,33431.76171875,33432.26953125,33389.51171875,33431.328125,0
2026-03-13 02:41:00+00:00,33429.83984375,33433.44140625,33386.83984375,33431.6796875,0
2026-03-13 02:42:00+00:00,33431.94140625,33431.94140625,33386.109375,33425.328125,0
2026-03-13 02:43:00+00:00,33392.3203125,33434.421875,33383.12109375,33434.421875,0
2026-03-13 02:44:00+00:00,33382.2890625,33427.078125,33382.2890625,33388.98828125,0
2026-03-13 02:45:00+00:00,33425.8984375,33429.05859375,33380.73046875,33383.140625,0
2026-03-13 02:46:00+00:00,33418.640625,33427.171875,33377.5,33386.62890625,0
