Datetime,Close,High,Low,Open,Volume
2026-03-16 04:00:00+00:00,24530.25,24531.75,24527.25,24530.75,0
2026-03-16 04:01:00+00:00,24532.25,24533.75,24530.25,24530.5,120
2026-03-16 04:02:00+00:00,24528.5,24534.0,24528.5,24532.0,159
2026-03-16 04:03:00+00:00,24530.0,24531.0,24528.5,24528.5,56
2026-03-16 04:04:00+00:00,24526.75,24531.25,24526.75,24529.25,79
2026-03-16 04:05:00+00:00,24531.0,24531.0,24527.5,24527.5,84
2026-03-16 04:06:00+00:00,24532.25,24532.25,24528.75,24531.5,78
2026-03-16 04:07:00+00:00,24533.0,24534.25,24531.75,24532.5,123
2026-03-16 04:08:00+00:00,24535.0,24542.0,24532.5,24533.0,520
2026-03-16 04:09:00+00:00,24532.0,24535.5,24530.0,24535.25,175
2026-03-16 04:10:00+00:00,24534.75,24536.75,24530.5,24531.5,136
2026-03-16 04:11:00+00:00,24534.25,24536.75,24531.0,24533.5,111
2026-03-16 04:12:00+00:00,24534.0,24538.0,24531.0,24534.25,91
2026-03-16 04:13:00+00:00,24534.5,24535.75,24533.0,24533.75,32
2026-03-16 04:14:00+00:00,24533.0,24536.5,24533.0,24535.0,60
2026-03-16 04:15:00+00:00,24546.25,24548.5,24534.25,24534.25,622
2026-03-16 04:16:00+00:00,24544.75,24550.0,24542.5,24546.75,390
2026-03-16 04:17:00+00:00,24539.25,24544.75,24538.25,24544.25,233
2026-03-16 04:18:00+00:00,24542.0,24542.75,24539.25,24539.25,133
2026-03-16 04:19:00+00:00,24544.75,24545.0,24540.25,24541.75,88
2026-03-16 04:20:00+00:00,24541.75,24544.5,24540.25,24544.0,111
2026-03-16 04:21:00+00:00,24541.5,24542.25,24540.25,24541.5,50
2026-03-16 04:22:00+00:00,24539.0,24541.5,24537.0,24540.75,130
2026-03-16 04:23:00+00:00,24533.5,24539.5,24532.5,24539.5,190
2026-03-16 04:24:00+00:00,24534.25,24535.25,24530.75,24533.75,211
2026-03-16 04:25:00+00:00,24533.5,24537.25,24532.75,24534.75,180
2026-03-16 04:26:00+00:00,24535.75,24537.25,24532.5,24534.0,107
2026-03-16 04:27:00+00:00,24535.5,24536.0,24533.25,24535.25,86
2026-03-16 04:28:00+00:00,24533.5,24535.5,24531.75,24535.25,55
2026-03-16 04:29:00+00:00,24532.75,24534.5,24532.5,24533.0,61
2026-03-16 04:30:00+00:00,24531.75,24534.5,24530.5,24532.75,122
2026-03-16 04:31:00+00:00,24529.25,24533.25,24529.25,24531.0,115
2026-03-16 04:32:00+00:00,24530.5,24530.75,24528.0,24529.0,122
2026-03-16 04:33:00+00:00,24529.5,24530.25,24527.75,24529.0,126
2026-03-16 04:34:00+00:00,24528.5,24530.0,24528.0,24528.5,75
2026-03-16 04:35:00+00:00,24527.25,24529.0,24526.5,24529.0,88
2026-03-16 04:36:00+00:00,24524.75,24528.0,24523.75,24527.5,216
2026-03-16 04:37:00+00:00,24523.25,24525.25,24521.0,24524.75,327
2026-03-16 04:38:00+00:00,24524.75,24525.0,24519.0,24523.25,244
2026-03-16 04:39:00+00:00,24522.25,24525.25,24520.75,24524.25,82
2026-03-16 04:40:00+00:00,24518.5,24521.5,24515.25,24521.5,345
2026-03-16 04:41:00+00:00,24517.75,24519.75,24516.5,24518.75,145
2026-03-16 04:42:00+00:00,24518.75,24519.75,24515.75,24517.75,97
2026-03-16 04:43:00+00:00,24519.0,24520.5,24518.5,24519.5,49
2026-03-16 04:44:00+00:00,24517.0,24519.25,24516.75,24518.25,71
2026-03-16 04:45:00+00:00,24520.75,24522.0,24516.25,24517.5,142
2026-03-16 04:46:00+00:00,24518.75,24520.0,24517.5,24520.0,63
2026-03-16 04:47:00+00:00,24515.0,24519.75,24513.25,24518.25,136
2026-03-16 04:48:00+00:00,24514.5,24516.25,24512.0,24515.5,174
2026-03-16 04:49:00+00:00,24513.25,24514.75,24512.25,24514.0,88
2026-03-16 04:50:00+00:00,24507.75,24513.75,24506.5,24513.0,441
2026-03-16 04:51:00+00:00,24510.75,24513.75,24507.25,24508.0,192
2026-03-16 04:52:00+00:00,24523.0,24524.0,24511.75,24511.75,445
2026-03-16 04:53:00+00:00,24519.0,24530.0,24519.0,24524.0,464
2026-03-16 04:54:00+00:00,24523.75,24525.5,24515.5,24519.25,234
2026-03-16 04:55:00+00:00,24516.75,24525.25,24515.0,24524.25,242
2026-03-16 04:56:00+00:00,24515.25,24520.75,24515.25,24518.0,69
2026-03-16 04:57:00+00:00,24514.75,24518.0,24514.0,24515.0,67
2026-03-16 04:58:00+00:00,24509.0,24516.25,24504.0,24516.0,456
2026-03-16 04:59:00+00:00,24507.0,24509.25,24506.0,24508.5,148
2026-03-16 05:00:00+00:00,24509.25,24512.75,24506.0,24506.5,252
2026-03-16 05:01:00+00:00,24508.75,24512.0,24506.5,24509.25,163
2026-03-16 05:02:00+00:00,24508.25,24512.25,24508.25,24510.25,120
2026-03-16 05:03:00+00:00,24507.75,24511.0,24507.5,24508.75,68
2026-03-16 05:04:00+00:00,24510.0,24511.0,24506.0,24507.0,106
2026-03-16 05:05:00+00:00,24517.5,24523.25,24508.75,24510.0,402
2026-03-16 05:06:00+00:00,24520.75,24521.75,24517.25,24517.5,182
2026-03-16 05:07:00+00:00,24519.75,24522.25,24518.0,24520.75,146
2026-03-16 05:08:00+00:00,24524.5,24524.75,24520.25,24520.25,168
2026-03-16 05:09:00+00:00,24522.5,24526.0,24517.75,24525.0,212
2026-03-16 05:10:00+00:00,24522.0,24524.0,24520.25,24522.0,152
2026-03-16 05:11:00+00:00,24524.0,24524.5,24521.75,24522.25,98
2026-03-16 05:12:00+00:00,24522.25,24524.75,24521.0,24523.5,74
2026-03-16 05:13:00+00:00,24524.0,24525.0,24521.0,24522.0,147
2026-03-16 05:14:00+00:00,24524.0,24524.75,24522.0,24523.75,27
2026-03-16 05:15:00+00:00,24517.75,24526.75,24517.75,24524.0,221
2026-03-16 05:16:00+00:00,24522.75,24524.5,24516.5,24517.75,165
2026-03-16 05:17:00+00:00,24522.75,24524.25,24521.5,24523.75,82
2026-03-16 05:18:00+00:00,24520.0,24523.0,24519.0,24522.75,95
2026-03-16 05:19:00+00:00,24521.75,24522.5,24517.75,24519.0,92
2026-03-16 05:20:00+00:00,24514.0,24522.5,24513.25,24522.0,159
2026-03-16 05:21:00+00:00,24519.75,24520.5,24512.25,24513.75,171
2026-03-16 05:22:00+00:00,24515.75,24520.5,24514.0,24519.25,86
2026-03-16 05:23:00+00:00,24516.0,24516.0,24512.25,24515.0,88
2026-03-16 05:24:00+00:00,24519.5,24519.5,24515.75,24516.5,127
2026-03-16 05:25:00+00:00,24517.5,24519.25,24511.5,24519.25,201
2026-03-16 05:26:00+00:00,24520.0,24521.5,24518.0,24519.0,98
2026-03-16 05:27:00+00:00,24515.75,24520.5,24513.75,24520.0,139
2026-03-16 05:28:00+00:00,24512.5,24517.5,24512.0,24516.5,102
2026-03-16 05:29:00+00:00,24515.5,24516.25,24512.5,24512.5,113
2026-03-16 05:30:00+00:00,24513.75,24517.75,24510.75,24515.5,125
2026-03-16 05:31:00+00:00,24514.0,24515.0,24512.25,24513.5,66
2026-03-16 05:32:00+00:00,24514.25,24517.0,24511.75,24512.0,90
2026-03-16 05:33:00+00:00,24512.75,24514.75,24512.25,24514.0,45
2026-03-16 05:34:00+00:00,24510.75,24514.0,24510.0,24513.0,85
2026-03-16 05:35:00+00:00,24518.0,24519.5,24509.0,24510.5,278
2026-03-16 05:36:00+00:00,24522.25,24522.25,24518.25,24519.5,122
2026-03-16 05:37:00+00:00,24527.0,24530.0,24522.5,24523.0,376
2026-03-16 05:38:00+00:00,24533.25,24535.0,24524.0,24527.25,350
2026-03-16 05:39:00+00:00,24534.75,24535.0,24532.0,24533.25,298
2026-03-16 05:40:00+00:00,24535.25,24539.5,24532.5,24534.5,337
2026-03-16 05:41:00+00:00,24536.75,24538.75,24536.0,24536.0,119
2026-03-16 05:42:00+00:00,24540.5,24542.25,24536.5,24537.0,302
2026-03-16 05:43:00+00:00,24537.0,24541.5,24533.0,24541.0,233
2026-03-16 05:44:00+00:00,24536.75,24538.0,24535.0,24537.25,111
2026-03-16 05:45:00+00:00,24538.0,24538.0,24534.5,24537.25,148
2026-03-16 05:46:00+00:00,24542.0,24544.0,24537.5,24538.0,278
2026-03-16 05:47:00+00:00,24545.5,24548.0,24541.25,24542.75,451
2026-03-16 05:48:00+00:00,24544.75,24546.75,24543.75,24546.25,129
2026-03-16 05:49:00+00:00,24550.75,24553.5,24544.5,24544.75,546
2026-03-16 05:50:00+00:00,24551.0,24552.5,24548.75,24551.75,223
2026-03-16 05:51:00+00:00,24552.0,24552.75,24549.0,24551.5,205
2026-03-16 05:52:00+00:00,24557.25,24560.0,24551.75,24552.5,689
2026-03-16 05:53:00+00:00,24547.75,24557.0,24546.0,24557.0,475
2026-03-16 05:54:00+00:00,24545.75,24549.75,24544.75,24547.75,185
2026-03-16 05:55:00+00:00,24548.0,24548.0,24543.5,24546.75,190
2026-03-16 05:56:00+00:00,24554.5,24555.0,24547.25,24547.5,239
